,Date,FIPS,MMWR_week,Recip_County,Recip_State,Completeness_pct,Administered_Dose1_Recip,Administered_Dose1_Pop_Pct,Administered_Dose1_Recip_5Plus,Administered_Dose1_Recip_5PlusPop_Pct,Administered_Dose1_Recip_12Plus,Administered_Dose1_Recip_12PlusPop_Pct,Administered_Dose1_Recip_18Plus,Administered_Dose1_Recip_18PlusPop_Pct,Administered_Dose1_Recip_65Plus,Administered_Dose1_Recip_65PlusPop_Pct,Series_Complete_Yes,Series_Complete_Pop_Pct,Series_Complete_5Plus,Series_Complete_5PlusPop_Pct,Series_Complete_5to17,Series_Complete_5to17Pop_Pct,Series_Complete_12Plus,Series_Complete_12PlusPop_Pct,Series_Complete_18Plus,Series_Complete_18PlusPop_Pct,Series_Complete_65Plus,Series_Complete_65PlusPop_Pct,Booster_Doses,Booster_Doses_Vax_Pct,Booster_Doses_12Plus,Booster_Doses_12Plus_Vax_Pct,Booster_Doses_18Plus,Booster_Doses_18Plus_Vax_Pct,Booster_Doses_50Plus,Booster_Doses_50Plus_Vax_Pct,Booster_Doses_65Plus,Booster_Doses_65Plus_Vax_Pct,SVI_CTGY,Series_Complete_Pop_Pct_SVI,Series_Complete_5PlusPop_Pct_SVI,Series_Complete_5to17Pop_Pct_SVI,Series_Complete_12PlusPop_Pct_SVI,Series_Complete_18PlusPop_Pct_SVI,Series_Complete_65PlusPop_Pct_SVI,Metro_status,Series_Complete_Pop_Pct_UR_Equity,Series_Complete_5PlusPop_Pct_UR_Equity,Series_Complete_5to17Pop_Pct_UR_Equity,Series_Complete_12PlusPop_Pct_UR_Equity,Series_Complete_18PlusPop_Pct_UR_Equity,Series_Complete_65PlusPop_Pct_UR_Equity,Booster_Doses_Vax_Pct_SVI,Booster_Doses_12PlusVax_Pct_SVI,Booster_Doses_18PlusVax_Pct_SVI,Booster_Doses_65PlusVax_Pct_SVI,Booster_Doses_Vax_Pct_UR_Equity,Booster_Doses_12PlusVax_Pct_UR_Equity,Booster_Doses_18PlusVax_Pct_UR_Equity,Booster_Doses_65PlusVax_Pct_UR_Equity,Census2019,Census2019_5PlusPop,Census2019_5to17Pop,Census2019_12PlusPop,Census2019_18PlusPop,Census2019_65PlusPop
143,02/22/2022,51003,8,Albemarle County,VA,79.5,80703.0,73.8,80643.0,77.8,77699.0,81.7,71839.0,81.8,19071.0,90.1,70236.0,64.2,70212.0,67.8,,,67572.0,71.1,62351.0,71.0,17004.0,80.4,19098.0,27.2,19087.0,28.2,18020.0,28.9,10528.0,32.9,5938.0,34.9,A,4.0,4.0,,4.0,4.0,4.0,Metro,4.0,4.0,,4.0,4.0,4.0,,,,,,,,,109330.0,103609.0,,95093.0,87777.0,21155.0
144,02/21/2022,51003,8,Albemarle County,VA,79.5,80698.0,73.8,80638.0,77.8,77697.0,81.7,71838.0,81.8,19071.0,90.1,70229.0,64.2,70205.0,67.8,,,67570.0,71.1,62349.0,71.0,17004.0,80.4,19088.0,27.2,19078.0,28.2,18014.0,28.9,10526.0,32.9,5936.0,34.9,A,4.0,4.0,,4.0,4.0,4.0,Metro,4.0,4.0,,4.0,4.0,4.0,,,,,,,,,109330.0,103609.0,,95093.0,87777.0,21155.0
145,02/20/2022,51003,8,Albemarle County,VA,79.5,80690.0,73.8,80631.0,77.8,77690.0,81.7,71832.0,81.8,19071.0,90.1,70219.0,64.2,70196.0,67.8,,,67565.0,71.1,62346.0,71.0,17004.0,80.4,19070.0,27.2,19060.0,28.2,18005.0,28.9,10522.0,32.8,5934.0,34.9,A,4.0,4.0,,4.0,4.0,4.0,Metro,4.0,4.0,,4.0,4.0,4.0,,,,,,,,,109330.0,103609.0,,95093.0,87777.0,21155.0
146,02/19/2022,51003,7,Albemarle County,VA,79.5,80676.0,73.8,80618.0,77.8,77682.0,81.7,71826.0,81.8,19069.0,90.1,70207.0,64.2,70184.0,67.7,,,67555.0,71.0,62336.0,71.0,17003.0,80.4,19046.0,27.1,19036.0,28.2,17992.0,28.9,10516.0,32.8,5931.0,34.9,A,4.0,4.0,,4.0,4.0,4.0,Metro,4.0,4.0,,4.0,4.0,4.0,,,,,,,,,109330.0,103609.0,,95093.0,87777.0,21155.0
147,02/18/2022,51003,7,Albemarle County,VA,79.5,80663.0,73.8,80605.0,77.8,77672.0,81.7,71819.0,81.8,19066.0,90.1,70197.0,64.2,70174.0,67.7,,,67547.0,71.0,62329.0,71.0,17002.0,80.4,19026.0,27.1,19017.0,28.2,17973.0,28.8,10503.0,32.8,5922.0,34.8,A,4.0,4.0,,4.0,4.0,4.0,Metro,4.0,4.0,,4.0,4.0,4.0,,,,,,,,,109330.0,103609.0,,95093.0,87777.0,21155.0
148,02/17/2022,51003,7,Albemarle County,VA,79.5,80644.0,73.8,80589.0,77.8,77658.0,81.7,71806.0,81.8,19062.0,90.1,70171.0,64.2,70149.0,67.7,,,67536.0,71.0,62318.0,71.0,17000.0,80.4,19009.0,27.1,19000.0,28.1,17958.0,28.8,10494.0,32.8,5917.0,34.8,A,4.0,4.0,,4.0,4.0,4.0,Metro,4.0,4.0,,4.0,4.0,4.0,,,,,,,,,109330.0,103609.0,,95093.0,87777.0,21155.0
149,02/16/2022,51003,7,Albemarle County,VA,79.4,80563.0,73.7,80509.0,77.7,77582.0,81.6,71731.0,81.7,19058.0,90.1,70072.0,64.1,70050.0,67.6,,,67444.0,70.9,62227.0,70.9,16992.0,80.3,18990.0,27.1,18982.0,28.1,17943.0,28.8,10487.0,32.8,5913.0,34.8,A,4.0,4.0,,4.0,4.0,4.0,Metro,4.0,4.0,,4.0,4.0,4.0,,,,,,,,,109330.0,103609.0,,95093.0,87777.0,21155.0
150,02/15/2022,51003,7,Albemarle County,VA,79.4,80557.0,73.7,80503.0,77.7,77577.0,81.6,71728.0,81.7,19058.0,90.1,70059.0,64.1,70039.0,67.6,,,67436.0,70.9,62219.0,70.9,16991.0,80.3,18975.0,27.1,18967.0,28.1,17931.0,28.8,10480.0,32.8,5908.0,34.8,A,4.0,4.0,,4.0,4.0,4.0,Metro,4.0,4.0,,4.0,4.0,4.0,,,,,,,,,109330.0,103609.0,,95093.0,87777.0,21155.0
151,02/14/2022,51003,7,Albemarle County,VA,79.4,80550.0,73.7,80497.0,77.7,77575.0,81.6,71726.0,81.7,19058.0,90.1,70054.0,64.1,70035.0,67.6,,,67433.0,70.9,62217.0,70.9,16990.0,80.3,18963.0,27.1,18955.0,28.1,17924.0,28.8,10477.0,32.8,5907.0,34.8,A,4.0,4.0,,4.0,4.0,4.0,Metro,4.0,4.0,,4.0,4.0,4.0,,,,,,,,,109330.0,103609.0,,95093.0,87777.0,21155.0
152,02/13/2022,51003,7,Albemarle County,VA,79.5,80541.0,73.7,80488.0,77.7,77567.0,81.6,71718.0,81.7,19058.0,90.1,70044.0,64.1,70025.0,67.6,,,67428.0,70.9,62212.0,70.9,16988.0,80.3,18949.0,27.1,18941.0,28.1,17914.0,28.8,10471.0,32.7,5904.0,34.8,A,4.0,4.0,,4.0,4.0,4.0,Metro,4.0,4.0,,4.0,4.0,4.0,,,,,,,,,109330.0,103609.0,,95093.0,87777.0,21155.0
153,02/12/2022,51003,6,Albemarle County,VA,79.5,80523.0,73.7,80470.0,77.7,77552.0,81.6,71706.0,81.7,19058.0,90.1,70023.0,64.0,70006.0,67.6,,,67416.0,70.9,62200.0,70.9,16984.0,80.3,18897.0,27.0,18889.0,28.0,17869.0,28.7,10444.0,32.7,5892.0,34.7,A,4.0,4.0,,4.0,4.0,4.0,Metro,4.0,4.0,,4.0,4.0,4.0,,,,,,,,,109330.0,103609.0,,95093.0,87777.0,21155.0
154,02/11/2022,51003,6,Albemarle County,VA,79.5,80500.0,73.6,80447.0,77.6,77534.0,81.5,71689.0,81.7,19056.0,90.1,69993.0,64.0,69976.0,67.5,,,67394.0,70.9,62179.0,70.8,16978.0,80.3,18844.0,26.9,18836.0,27.9,17826.0,28.7,10426.0,32.6,5881.0,34.6,A,4.0,4.0,,4.0,4.0,4.0,Metro,4.0,4.0,,4.0,4.0,4.0,,,,,,,,,109330.0,103609.0,,95093.0,87777.0,21155.0
155,02/10/2022,51003,6,Albemarle County,VA,79.5,80486.0,73.6,80433.0,77.6,77527.0,81.5,71683.0,81.7,19055.0,90.1,69977.0,64.0,69960.0,67.5,,,67383.0,70.9,62169.0,70.8,16977.0,80.3,18834.0,26.9,18826.0,27.9,17818.0,28.7,10422.0,32.6,5881.0,34.6,A,4.0,4.0,,4.0,4.0,4.0,Metro,4.0,4.0,,4.0,4.0,4.0,,,,,,,,,109330.0,103609.0,,95093.0,87777.0,21155.0
156,02/09/2022,51003,6,Albemarle County,VA,79.7,80423.0,73.6,80373.0,77.6,77474.0,81.5,71637.0,81.6,19052.0,90.1,69924.0,64.0,69907.0,67.5,,,67342.0,70.8,62137.0,70.8,16976.0,80.2,18596.0,26.6,18588.0,27.6,17645.0,28.4,10366.0,32.4,5864.0,34.5,A,4.0,4.0,,4.0,4.0,4.0,Metro,4.0,4.0,,4.0,4.0,4.0,,,,,,,,,109330.0,103609.0,,95093.0,87777.0,21155.0
157,02/08/2022,51003,6,Albemarle County,VA,79.7,80405.0,73.5,80355.0,77.6,77459.0,81.5,71621.0,81.6,19050.0,90.0,69906.0,63.9,69889.0,67.5,,,67331.0,70.8,62128.0,70.8,16976.0,80.2,18561.0,26.6,18553.0,27.6,17614.0,28.4,10356.0,32.4,5859.0,34.5,A,4.0,4.0,,4.0,4.0,4.0,Metro,4.0,4.0,,4.0,4.0,4.0,,,,,,,,,109330.0,103609.0,,95093.0,87777.0,21155.0
158,02/07/2022,51003,6,Albemarle County,VA,79.7,80400.0,73.5,80350.0,77.6,77457.0,81.5,71619.0,81.6,19051.0,90.1,69899.0,63.9,69883.0,67.4,,,67331.0,70.8,62129.0,70.8,16977.0,80.3,18549.0,26.5,18541.0,27.5,17610.0,28.3,10355.0,32.4,5859.0,34.5,A,4.0,4.0,,4.0,4.0,4.0,Metro,4.0,4.0,,4.0,4.0,4.0,,,,,,,,,109330.0,103609.0,,95093.0,87777.0,21155.0
159,02/06/2022,51003,6,Albemarle County,VA,79.7,80395.0,73.5,80346.0,77.5,77453.0,81.4,71615.0,81.6,19049.0,90.0,69896.0,63.9,69880.0,67.4,,,67330.0,70.8,62128.0,70.8,16977.0,80.3,18535.0,26.5,18527.0,27.5,17598.0,28.3,10350.0,32.4,5858.0,34.5,A,4.0,4.0,,4.0,4.0,4.0,Metro,4.0,4.0,,4.0,4.0,4.0,,,,,,,,,109330.0,103609.0,,95093.0,87777.0,21155.0
160,02/05/2022,51003,5,Albemarle County,VA,79.7,80373.0,73.5,80325.0,77.5,77435.0,81.4,71598.0,81.6,19049.0,90.0,69879.0,63.9,69863.0,67.4,,,67315.0,70.8,62116.0,70.8,16974.0,80.2,18505.0,26.5,18497.0,27.5,17573.0,28.3,10336.0,32.3,5852.0,34.5,A,4.0,4.0,,4.0,4.0,4.0,Metro,4.0,4.0,,4.0,4.0,4.0,,,,,,,,,109330.0,103609.0,,95093.0,87777.0,21155.0
161,02/04/2022,51003,5,Albemarle County,VA,79.8,80347.0,73.5,80301.0,77.5,77417.0,81.4,71583.0,81.6,19047.0,90.0,69863.0,63.9,69849.0,67.4,,,67311.0,70.8,62112.0,70.8,16974.0,80.2,18473.0,26.4,18465.0,27.4,17545.0,28.2,10315.0,32.3,5842.0,34.4,A,4.0,4.0,,4.0,4.0,4.0,Metro,4.0,4.0,,4.0,4.0,4.0,,,,,,,,,109330.0,103609.0,,95093.0,87777.0,21155.0
162,02/03/2022,51003,5,Albemarle County,VA,79.8,80324.0,73.5,80279.0,77.5,77403.0,81.4,71574.0,81.5,19046.0,90.0,69854.0,63.9,69841.0,67.4,,,67309.0,70.8,62110.0,70.8,16974.0,80.2,18440.0,26.4,18433.0,27.4,17515.0,28.2,10298.0,32.2,5831.0,34.4,A,4.0,4.0,,4.0,4.0,4.0,Metro,4.0,4.0,,4.0,4.0,4.0,,,,,,,,,109330.0,103609.0,,95093.0,87777.0,21155.0
163,02/02/2022,51003,5,Albemarle County,VA,79.8,80302.0,73.4,80257.0,77.5,77385.0,81.4,71559.0,81.5,19045.0,90.0,69832.0,63.9,69819.0,67.4,,,67291.0,70.8,62092.0,70.7,16972.0,80.2,18400.0,26.3,18393.0,27.3,17483.0,28.2,10286.0,32.2,5825.0,34.3,A,4.0,4.0,,4.0,4.0,4.0,Metro,4.0,4.0,,4.0,4.0,4.0,,,,,,,,,109330.0,103609.0,,95093.0,87777.0,21155.0
164,02/01/2022,51003,5,Albemarle County,VA,79.8,80280.0,73.4,80236.0,77.4,77367.0,81.4,71544.0,81.5,19043.0,90.0,69819.0,63.9,69807.0,67.4,,,67282.0,70.8,62084.0,70.7,16971.0,80.2,18369.0,26.3,18362.0,27.3,17453.0,28.1,10272.0,32.2,5819.0,34.3,A,4.0,4.0,,4.0,4.0,4.0,Metro,4.0,4.0,,4.0,4.0,4.0,,,,,,,,,109330.0,103609.0,,95093.0,87777.0,21155.0
165,01/31/2022,51003,5,Albemarle County,VA,79.8,80270.0,73.4,80226.0,77.4,77359.0,81.4,71536.0,81.5,19043.0,90.0,69808.0,63.9,69796.0,67.4,,,67277.0,70.7,62081.0,70.7,16971.0,80.2,18351.0,26.3,18344.0,27.3,17439.0,28.1,10268.0,32.1,5817.0,34.3,A,4.0,4.0,,4.0,4.0,4.0,Metro,4.0,4.0,,4.0,4.0,4.0,,,,,,,,,109330.0,103609.0,,95093.0,87777.0,21155.0
166,01/30/2022,51003,5,Albemarle County,VA,79.8,80259.0,73.4,80215.0,77.4,77350.0,81.3,71528.0,81.5,19043.0,90.0,69795.0,63.8,69783.0,67.4,,,67269.0,70.7,62074.0,70.7,16969.0,80.2,18320.0,26.2,18313.0,27.2,17412.0,28.1,10258.0,32.1,5816.0,34.3,A,4.0,4.0,,4.0,4.0,4.0,Metro,4.0,4.0,,4.0,4.0,4.0,,,,,,,,,109330.0,103609.0,,95093.0,87777.0,21155.0
167,01/29/2022,51003,4,Albemarle County,VA,79.9,80233.0,73.4,80189.0,77.4,77329.0,81.3,71509.0,81.5,19038.0,90.0,69771.0,63.8,69759.0,67.3,,,67257.0,70.7,62063.0,70.7,16965.0,80.2,18236.0,26.1,18229.0,27.1,17340.0,27.9,10215.0,32.0,5795.0,34.2,A,4.0,4.0,,4.0,4.0,4.0,Metro,4.0,4.0,,4.0,4.0,4.0,,,,,,,,,109330.0,103609.0,,95093.0,87777.0,21155.0
168,01/28/2022,51003,4,Albemarle County,VA,79.9,80227.0,73.4,80183.0,77.4,77323.0,81.3,71504.0,81.5,19036.0,90.0,69771.0,63.8,69759.0,67.3,,,67257.0,70.7,62063.0,70.7,16965.0,80.2,18232.0,26.1,18225.0,27.1,17336.0,27.9,10213.0,32.0,5793.0,34.1,A,4.0,4.0,,4.0,4.0,4.0,Metro,4.0,4.0,,4.0,4.0,4.0,,,,,,,,,109330.0,103609.0,,95093.0,87777.0,21155.0
169,01/27/2022,51003,4,Albemarle County,VA,79.9,80199.0,73.4,80155.0,77.4,77304.0,81.3,71489.0,81.4,19036.0,90.0,69753.0,63.8,69742.0,67.3,,,67247.0,70.7,62055.0,70.7,16964.0,80.2,18190.0,26.1,18183.0,27.0,17304.0,27.9,10198.0,31.9,5782.0,34.1,A,4.0,4.0,,4.0,4.0,4.0,Metro,4.0,4.0,,4.0,4.0,4.0,,,,,,,,,109330.0,103609.0,,95093.0,87777.0,21155.0
170,01/26/2022,51003,4,Albemarle County,VA,79.9,80175.0,73.3,80132.0,77.3,77293.0,81.3,71480.0,81.4,19036.0,90.0,69736.0,63.8,69725.0,67.3,,,67233.0,70.7,62044.0,70.7,16960.0,80.2,18116.0,26.0,,,17255.0,27.8,10179.0,31.9,5770.0,34.0,A,4.0,4.0,,4.0,4.0,4.0,Metro,4.0,4.0,,4.0,4.0,4.0,,,,,,,,,109330.0,103609.0,,95093.0,87777.0,21155.0
171,01/25/2022,51003,4,Albemarle County,VA,79.9,80155.0,73.3,80113.0,77.3,77277.0,81.3,71468.0,81.4,19035.0,90.0,69731.0,63.8,69720.0,67.3,,,67228.0,70.7,62040.0,70.7,16960.0,80.2,18103.0,26.0,,,17245.0,27.8,10174.0,31.9,5767.0,34.0,A,4.0,4.0,,4.0,4.0,4.0,Metro,4.0,4.0,,4.0,4.0,4.0,,,,,,,,,109330.0,103609.0,,95093.0,87777.0,21155.0
172,01/24/2022,51003,4,Albemarle County,VA,79.9,80134.0,73.3,80092.0,77.3,77258.0,81.2,71452.0,81.4,19034.0,90.0,69721.0,63.8,69710.0,67.3,,,67224.0,70.7,62036.0,70.7,16959.0,80.2,18059.0,25.9,,,17217.0,27.8,10165.0,31.8,5767.0,34.0,A,4.0,4.0,,4.0,4.0,4.0,Metro,4.0,4.0,,4.0,4.0,4.0,,,,,,,,,109330.0,103609.0,,95093.0,87777.0,21155.0
173,01/23/2022,51003,4,Albemarle County,VA,79.9,80117.0,73.3,80076.0,77.3,77247.0,81.2,71442.0,81.4,19033.0,90.0,69714.0,63.8,69703.0,67.3,,,67218.0,70.7,62031.0,70.7,16958.0,80.2,18013.0,25.8,,,17183.0,27.7,10156.0,31.8,5762.0,34.0,A,4.0,4.0,,4.0,4.0,4.0,Metro,4.0,4.0,,4.0,4.0,4.0,,,,,,,,,109330.0,103609.0,,95093.0,87777.0,21155.0
174,01/22/2022,51003,3,Albemarle County,VA,79.9,80086.0,73.3,80045.0,77.3,77220.0,81.2,71419.0,81.4,19029.0,90.0,69697.0,63.7,69686.0,67.3,,,67206.0,70.7,62021.0,70.7,16956.0,80.2,17957.0,25.8,,,17132.0,27.6,10133.0,31.7,5752.0,33.9,A,4.0,4.0,,4.0,4.0,4.0,Metro,4.0,4.0,,4.0,4.0,4.0,,,,,,,,,109330.0,103609.0,,95093.0,87777.0,21155.0
175,01/21/2022,51003,3,Albemarle County,VA,79.9,80051.0,73.2,80011.0,77.2,77195.0,81.2,71396.0,81.3,19026.0,89.9,69670.0,63.7,69659.0,67.2,,,67193.0,70.7,62009.0,70.6,16955.0,80.1,17897.0,25.7,,,17084.0,27.6,10109.0,31.7,5741.0,33.9,A,4.0,4.0,,4.0,4.0,4.0,Metro,4.0,4.0,,4.0,4.0,4.0,,,,,,,,,109330.0,103609.0,,95093.0,87777.0,21155.0
176,01/20/2022,51003,3,Albemarle County,VA,80.0,80016.0,73.2,79976.0,77.2,77171.0,81.2,71377.0,81.3,19019.0,89.9,69654.0,63.7,69643.0,67.2,,,67185.0,70.7,62003.0,70.6,16954.0,80.1,17848.0,25.6,,,17047.0,27.5,10098.0,31.6,5737.0,33.8,A,4.0,4.0,,4.0,4.0,4.0,Metro,4.0,4.0,,4.0,4.0,4.0,,,,,,,,,109330.0,103609.0,,95093.0,87777.0,21155.0
177,01/19/2022,51003,3,Albemarle County,VA,80.0,79988.0,73.2,79949.0,77.2,77150.0,81.1,71358.0,81.3,19016.0,89.9,69641.0,63.7,69630.0,67.2,,,67175.0,70.6,61994.0,70.6,16952.0,80.1,17808.0,25.6,,,17014.0,27.4,10087.0,31.6,5733.0,33.8,A,4.0,4.0,,4.0,4.0,4.0,Metro,4.0,4.0,,4.0,4.0,4.0,,,,,,,,,109330.0,103609.0,,95093.0,87777.0,21155.0
178,01/18/2022,51003,3,Albemarle County,VA,80.3,78682.0,72.0,78643.0,75.9,75854.0,79.8,70130.0,79.9,18908.0,89.4,68872.0,63.0,68861.0,66.5,,,66413.0,69.8,61273.0,69.8,16930.0,80.0,17794.0,25.8,,,17000.0,27.7,10080.0,31.7,5731.0,33.9,A,4.0,4.0,,4.0,4.0,4.0,Metro,4.0,4.0,,4.0,4.0,4.0,,,,,,,,,109330.0,103609.0,,95093.0,87777.0,21155.0
179,01/17/2022,51003,3,Albemarle County,VA,80.3,78656.0,71.9,78618.0,75.9,75836.0,79.7,70116.0,79.9,18906.0,89.4,68857.0,63.0,68846.0,66.4,,,66405.0,69.8,61266.0,69.8,16930.0,80.0,17687.0,25.7,,,16940.0,27.6,10066.0,31.7,5726.0,33.8,A,4.0,4.0,,4.0,4.0,4.0,Metro,4.0,4.0,,4.0,4.0,4.0,,,,,,,,,109330.0,103609.0,,95093.0,87777.0,21155.0
180,01/16/2022,51003,2,Albemarle County,VA,80.3,78618.0,71.9,78580.0,75.8,75799.0,79.7,70082.0,79.8,18901.0,89.3,68844.0,63.0,68833.0,66.4,,,66396.0,69.8,61257.0,69.8,16929.0,80.0,17561.0,25.5,,,16849.0,27.5,10035.0,31.6,5716.0,33.8,A,4.0,4.0,,4.0,4.0,4.0,Metro,4.0,4.0,,4.0,4.0,4.0,,,,,,,,,109330.0,103609.0,,95093.0,87777.0,21155.0
181,01/15/2022,51003,2,Albemarle County,VA,80.3,78583.0,71.9,78545.0,75.8,75766.0,79.7,70051.0,79.8,18897.0,89.3,68830.0,63.0,68819.0,66.4,,,66384.0,69.8,61246.0,69.8,16928.0,80.0,17450.0,25.4,,,16757.0,27.4,9995.0,31.5,5703.0,33.7,A,4.0,4.0,,4.0,4.0,4.0,Metro,4.0,4.0,,4.0,4.0,4.0,,,,,,,,,109330.0,103609.0,,95093.0,87777.0,21155.0
182,01/14/2022,51003,2,Albemarle County,VA,80.3,78538.0,71.8,78503.0,75.8,75738.0,79.6,70024.0,79.8,18894.0,89.3,68802.0,62.9,68791.0,66.4,,,66369.0,69.8,61231.0,69.8,16928.0,80.0,17308.0,25.2,,,16635.0,27.2,9949.0,31.3,5684.0,33.6,A,4.0,4.0,,4.0,4.0,4.0,Metro,4.0,4.0,,4.0,4.0,4.0,,,,,,,,,109330.0,103609.0,,95093.0,87777.0,21155.0
183,01/13/2022,51003,2,Albemarle County,VA,80.4,78489.0,71.8,78455.0,75.7,75698.0,79.6,69985.0,79.7,18893.0,89.3,68773.0,62.9,68762.0,66.4,,,66351.0,69.8,61215.0,69.7,16924.0,80.0,17165.0,25.0,,,16523.0,27.0,9923.0,31.3,5672.0,33.5,A,4.0,4.0,,4.0,4.0,4.0,Metro,4.0,4.0,,4.0,4.0,4.0,,,,,,,,,109330.0,103609.0,,95093.0,87777.0,21155.0
184,01/12/2022,51003,2,Albemarle County,VA,80.4,78455.0,71.8,78422.0,75.7,75670.0,79.6,69960.0,79.7,18891.0,89.3,68737.0,62.9,68726.0,66.3,,,66328.0,69.8,61198.0,69.7,16922.0,80.0,17000.0,24.7,,,16386.0,26.8,9875.0,31.1,5658.0,33.4,A,4.0,4.0,,4.0,4.0,4.0,Metro,4.0,4.0,,4.0,4.0,4.0,,,,,,,,,109330.0,103609.0,,95093.0,87777.0,21155.0
185,01/11/2022,51003,2,Albemarle County,VA,80.4,78421.0,71.7,78388.0,75.7,75644.0,79.5,69937.0,79.7,18888.0,89.3,68719.0,62.9,68708.0,66.3,,,66315.0,69.7,61186.0,69.7,16920.0,80.0,16870.0,24.5,,,16283.0,26.6,9836.0,31.0,5647.0,33.4,A,4.0,4.0,,4.0,4.0,4.0,Metro,4.0,4.0,,4.0,4.0,4.0,,,,,,,,,109330.0,103609.0,,95093.0,87777.0,21155.0
186,01/10/2022,51003,2,Albemarle County,VA,80.4,78370.0,71.7,78337.0,75.6,75602.0,79.5,69901.0,79.6,18886.0,89.3,68683.0,62.8,68672.0,66.3,,,66299.0,69.7,61173.0,69.7,16919.0,80.0,16582.0,24.1,,,16137.0,26.4,9801.0,30.9,5646.0,33.4,A,4.0,4.0,,4.0,4.0,4.0,Metro,4.0,4.0,,4.0,4.0,4.0,,,,,,,,,109330.0,103609.0,,95093.0,87777.0,
187,01/09/2022,51003,1,Albemarle County,VA,80.5,78357.0,71.7,78324.0,75.6,75591.0,79.5,69890.0,79.6,18885.0,89.3,68676.0,62.8,68665.0,66.3,,,66293.0,69.7,61168.0,69.7,16919.0,80.0,16503.0,24.0,,,16077.0,26.3,9771.0,30.8,5635.0,33.3,A,4.0,4.0,,4.0,4.0,4.0,Metro,4.0,4.0,,4.0,4.0,4.0,,,,,,,,,109330.0,103609.0,,95093.0,87777.0,
188,01/08/2022,51003,1,Albemarle County,VA,80.5,78324.0,71.6,78292.0,75.6,75563.0,79.5,69864.0,79.6,18883.0,89.3,68661.0,62.8,68650.0,66.3,,,66285.0,69.7,61161.0,69.7,16918.0,80.0,16314.0,23.8,,,15980.0,26.1,9738.0,30.7,5626.0,33.3,A,4.0,4.0,,4.0,4.0,4.0,Metro,4.0,4.0,,4.0,4.0,4.0,,,,,,,,,109330.0,103609.0,,95093.0,87777.0,
189,01/07/2022,51003,1,Albemarle County,VA,80.5,78292.0,71.6,78260.0,75.5,75537.0,79.4,69841.0,79.6,18881.0,89.3,68612.0,62.8,68601.0,66.2,,,66263.0,69.7,61140.0,69.7,16914.0,80.0,16197.0,23.6,,,15876.0,26.0,9695.0,30.6,5608.0,33.2,A,4.0,4.0,,4.0,4.0,4.0,Metro,4.0,4.0,,4.0,4.0,4.0,,,,,,,,,109330.0,103609.0,,95093.0,87777.0,
190,01/06/2022,51003,1,Albemarle County,VA,80.5,78267.0,71.6,78236.0,75.5,75513.0,79.4,69818.0,79.5,18879.0,89.2,68592.0,62.7,68581.0,66.2,,,66256.0,69.7,61134.0,69.6,16914.0,80.0,16158.0,23.6,,,15839.0,25.9,9681.0,30.5,5598.0,33.1,A,4.0,4.0,,4.0,4.0,4.0,Metro,4.0,4.0,,4.0,4.0,4.0,,,,,,,,,109330.0,103609.0,,95093.0,87777.0,
191,01/05/2022,51003,1,Albemarle County,VA,80.5,78245.0,71.6,78214.0,75.5,75496.0,79.4,69803.0,79.5,18878.0,89.2,68588.0,62.7,68577.0,66.2,,,66253.0,69.7,61131.0,69.6,16913.0,79.9,16127.0,23.5,,,15812.0,25.9,9671.0,30.5,5593.0,33.1,A,4.0,4.0,,4.0,4.0,4.0,Metro,4.0,4.0,,4.0,4.0,4.0,,,,,,,,,109330.0,103609.0,,95093.0,87777.0,21155.0
192,01/04/2022,51003,1,Albemarle County,VA,80.6,78228.0,71.6,78197.0,75.5,75481.0,79.4,69789.0,79.5,18878.0,89.2,68585.0,62.7,68574.0,66.2,,,66250.0,69.7,61129.0,69.6,16913.0,79.9,16079.0,23.4,,,15767.0,25.8,9655.0,30.4,5592.0,33.1,A,4.0,4.0,,4.0,4.0,4.0,Metro,4.0,4.0,,4.0,4.0,4.0,,,,,,,,,109330.0,103609.0,,95093.0,87777.0,21155.0
193,01/03/2022,51003,1,Albemarle County,VA,80.6,78215.0,71.5,78184.0,75.5,75469.0,79.4,69778.0,79.5,18878.0,89.2,68580.0,62.7,68569.0,66.2,,,66247.0,69.7,61126.0,69.6,16913.0,79.9,16044.0,23.4,,,15734.0,25.7,9648.0,30.4,5590.0,33.1,A,4.0,4.0,,4.0,4.0,4.0,Metro,4.0,4.0,,4.0,4.0,4.0,,,,,,,,,109330.0,103609.0,,95093.0,87777.0,21155.0
194,01/02/2022,51003,0,Albemarle County,VA,80.6,78154.0,71.5,78123.0,75.4,75421.0,79.3,69734.0,79.4,18874.0,89.2,68551.0,62.7,68540.0,66.2,,,66228.0,69.6,61110.0,69.6,16911.0,79.9,15895.0,23.2,,,15596.0,25.5,9601.0,30.3,5576.0,33.0,A,4.0,4.0,,4.0,4.0,4.0,Metro,4.0,4.0,,4.0,4.0,4.0,,,,,,,,,109330.0,103609.0,,95093.0,87777.0,21155.0
195,01/01/2022,51003,0,Albemarle County,VA,80.6,78154.0,71.5,78123.0,75.4,75421.0,79.3,69734.0,79.4,18874.0,89.2,68551.0,62.7,68540.0,66.2,,,66228.0,69.6,61110.0,69.6,16911.0,79.9,15895.0,23.2,,,15596.0,25.5,9601.0,30.3,5576.0,33.0,A,4.0,4.0,,4.0,4.0,4.0,Metro,4.0,4.0,,4.0,4.0,4.0,,,,,,,,,109330.0,103609.0,,95093.0,87777.0,21155.0
