,Higher education [x],Vaccination [y]
2153,18.1,38.1
2154,17.5,76.5
2155,10.3,33.4
2156,15.7,48.1
2157,17.9,48.3
2158,35.0,71.7
2159,36.1,81.6
2160,19.9,58.9
2161,23.1,49.6
2162,21.3,84.4
2163,33.8,62.8
2164,13.3,22.1
2165,26.9,59.5
2166,14.6,38.9
2167,20.1,85.2
2168,13.6,36.5
2169,24.5,86.0
2170,26.8,22.7
2171,18.6,34.6
2172,18.5,49.6
2173,17.8,37.7
2174,14.8,47.2
2175,11.3,48.7
2176,20.1,67.5
2177,14.2,45.5
2178,23.8,40.4
2179,20.2,46.1
2180,16.3,67.0
2181,33.4,57.8
2182,19.5,46.5
2183,17.5,41.9
2184,14.8,40.4
2185,15.7,34.3
2186,19.4,44.4
2187,26.9,69.6
2188,24.3,44.5
2189,18.3,53.6
2190,18.2,63.4
2191,34.1,64.8
2192,26.3,42.3
2193,25.7,62.9
2194,24.8,42.5
2195,17.4,35.8
2196,13.4,43.8
2197,18.1,43.4
2198,18.7,36.9
2199,15.9,42.7
2200,15.1,36.5
2201,28.3,66.1
2202,16.0,47.7
2203,17.5,39.4
2204,25.1,41.8
2205,31.7,63.2
2206,19.7,60.0
2207,26.2,40.3
2208,22.0,67.9
2209,40.5,66.6
2210,50.6,39.8
2211,33.6,68.0
2212,33.9,71.1
2213,12.5,40.6
2214,9.5,34.6
2215,27.7,52.8
2216,15.2,47.2
2217,13.6,42.2
2218,23.9,34.4
2219,22.3,61.4
2220,14.4,36.6
2221,15.1,44.0
2222,19.3,36.4
2223,14.3,41.7
2224,19.4,38.4
2225,19.9,41.9
2226,15.3,52.3
2227,16.7,38.9
2228,23.9,37.6
2229,22.0,57.0
2230,28.7,70.9
2231,14.9,45.6
2232,24.2,67.5
2233,25.1,47.0
2234,12.6,44.2
2235,25.2,49.2
2236,25.6,44.2
2237,24.8,41.2
2238,29.9,56.6
2239,42.2,52.5
2240,24.9,60.5
2241,21.2,48.1
2242,26.8,47.0
2243,29.5,49.5
2244,23.8,47.6
2245,22.4,44.7
2246,16.6,43.4
2247,16.4,52.8
2248,20.5,39.5
2249,17.2,53.8
2250,7.0,35.5
2251,18.4,50.0
2252,15.1,26.7
2253,29.7,37.9
2254,18.4,28.9
2255,54.2,79.4
2256,42.5,59.7
2257,22.0,63.3
2258,21.3,50.9
2259,23.1,41.9
2260,23.6,41.7
2261,18.2,54.0
2262,14.8,32.9
2263,36.9,50.0
2264,17.0,43.9
2265,24.6,50.0
2266,22.4,47.5
2267,29.8,62.6
2268,22.3,41.6
2269,31.2,46.1
2270,12.5,95.0
2271,17.4,47.4
2272,14.5,41.5
2273,15.1,45.3
2274,28.9,52.9
2275,34.0,64.5
2276,26.4,70.9
2277,20.5,60.0
2278,22.9,54.4
2279,21.7,58.7
2280,30.6,38.7
2281,42.2,65.0
2282,20.4,58.7
2283,13.2,37.2
2284,18.2,48.3
2285,19.2,81.3
2286,32.3,59.0
2287,15.1,48.6
2288,21.8,44.0
2289,36.4,78.7
2290,18.5,35.1
2291,23.9,62.2
2292,10.5,47.1
2293,19.2,59.7
2294,18.0,54.4
2295,19.3,62.8
2296,17.8,52.1
2297,17.6,53.1
2298,19.2,56.3
2299,22.7,48.7
2300,22.6,63.7
2301,19.7,73.9
2302,22.2,50.0
2303,23.1,57.3
2304,32.5,65.0
2305,19.7,27.3
2306,16.8,50.2
2307,26.9,59.6
2308,46.5,72.3
2309,10.5,51.5
2310,14.5,52.6
2311,27.2,56.3
2312,22.4,52.6
2313,22.5,74.0
2314,21.7,43.2
2315,13.2,37.1
2316,16.8,52.5
2317,23.1,52.6
2318,15.7,52.2
2319,13.3,44.0
2320,14.1,43.4
2321,23.7,52.2
2322,11.6,42.3
2323,39.8,61.8
2324,19.1,50.5
2325,17.5,41.5
2326,32.0,43.0
2327,17.0,60.9
2328,10.8,40.3
2329,25.1,61.6
2330,23.3,64.4
2331,19.6,53.3
2332,20.1,49.8
2333,15.8,30.6
2334,17.2,44.9
2335,13.3,39.2
2336,9.1,35.0
2337,14.5,34.6
2338,3.3,68.0
2339,13.9,55.1
2340,54.0,71.8
2341,24.5,56.6
2342,14.0,45.7
2343,44.0,78.6
2344,9.4,31.2
2345,29.0,50.7
2346,25.3,64.3
2347,26.0,46.2
2348,10.6,44.3
2349,28.7,60.3
2350,36.0,78.7
2351,40.0,73.2
2352,15.8,64.5
2353,23.5,40.4
2354,15.0,48.5
2355,30.3,63.6
2356,12.3,40.0
2357,31.0,58.9
2358,11.5,52.1
2359,8.1,62.2
2360,11.0,37.4
2361,45.3,62.9
2362,21.5,43.1
2363,13.1,75.5
2364,28.2,49.4
2365,17.5,42.3
2366,26.1,71.6
2367,15.6,42.8
2368,23.4,62.1
2369,18.8,47.6
2370,17.8,85.0
2371,24.6,57.7
2372,23.4,42.0
2373,35.9,69.3
2374,15.1,54.3
2375,22.6,56.1
2376,17.7,38.7
2377,15.7,41.9
2378,33.7,52.7
2379,15.3,44.2
2380,25.7,43.8
2381,33.5,95.0
2382,23.5,42.6
2383,43.6,75.3
2384,14.8,39.1
2385,10.3,56.4
2386,25.8,48.0
2387,12.3,52.8
2388,18.3,52.9
2389,23.0,58.4
2390,40.9,74.4
2391,22.8,43.1
2392,59.2,87.9
2393,21.7,57.7
2394,35.5,63.0
2395,9.5,36.1
2396,19.7,66.0
2397,19.5,55.8
2398,22.0,61.7
2399,40.1,56.9
2400,18.3,38.8
2401,15.0,50.8
2402,15.0,61.8
2403,20.1,48.9
2404,28.7,37.3
2405,34.3,42.9
2406,11.1,34.2
2407,18.5,44.9
2408,22.2,42.8
2409,25.9,61.3
2410,19.8,37.6
2411,18.9,41.5
2412,13.9,42.3
2413,23.2,48.0
2414,11.4,47.1
2415,30.5,47.8
2416,19.7,31.2
2417,31.3,65.6
2418,22.1,49.0
2419,16.7,47.9
2420,20.7,39.5
2421,20.3,49.3
2422,30.7,46.3
2423,21.5,32.4
2424,22.5,48.1
2425,10.2,68.7
2426,23.8,65.8
2427,24.9,48.8
2428,21.0,73.1
2429,13.4,42.5
2430,21.0,37.1
2431,18.9,45.7
2432,25.4,57.9
2433,24.2,58.0
2434,24.0,76.9
2435,23.9,56.2
2436,27.6,51.2
2437,28.3,57.1
2438,10.6,48.7
2439,24.8,51.1
2440,28.0,56.3
2441,6.6,54.1
2442,24.9,37.9
2443,40.6,74.9
2444,29.4,62.0
2445,10.2,37.0
2446,23.8,58.8
2447,24.0,64.9
2448,23.4,83.7
2449,18.0,60.9
2450,31.9,41.8
2451,30.8,65.5
2452,30.3,58.3
2453,31.4,54.7
2454,26.7,62.0
2455,36.4,40.5
2456,36.4,70.8
2457,21.0,60.4
2458,19.2,65.3
2459,14.3,38.4
2460,33.0,54.4
2461,17.0,76.4
2462,13.5,45.2
2463,14.9,48.4
2464,24.3,57.3
2465,18.7,54.9
2466,22.7,43.8
2467,19.1,44.0
2468,8.8,25.5
2469,18.3,41.3
2470,10.0,42.9
2471,20.5,77.9
2472,36.5,67.8
2473,17.9,49.4
2474,13.4,37.8
2475,13.9,37.6
2476,22.2,49.6
2477,28.3,57.2
2478,17.7,42.6
2479,20.4,53.2
2480,19.0,38.5
2481,20.8,68.6
2482,30.4,49.0
2483,8.2,50.1
2484,16.3,35.3
2485,23.7,51.6
2486,12.8,41.1
2487,28.6,60.2
2488,11.5,34.1
2489,24.0,51.3
2490,10.3,44.8
2491,17.9,46.0
2492,31.0,55.3
2493,16.5,53.8
2494,56.7,71.4
2495,18.6,89.8
2496,19.0,50.1
2497,18.9,58.7
2498,16.2,48.8
2499,14.6,48.3
2500,16.5,50.4
2501,19.1,56.6
2502,30.9,55.9
2503,21.5,57.9
2504,19.6,40.1
2505,12.1,32.7
2506,43.8,66.2
2507,14.0,42.3
2508,16.2,51.2
2509,23.3,50.1
2510,22.8,56.3
2511,25.2,48.5
2512,26.3,65.8
2513,10.8,37.1
2514,28.4,58.7
2515,18.3,30.6
2516,23.9,81.5
2517,28.1,39.3
2518,13.7,40.4
2519,14.3,62.5
2520,25.0,52.6
2521,12.9,55.8
2522,33.2,59.8
2523,22.2,52.2
2524,14.3,46.7
2525,21.0,57.4
2526,14.2,55.4
2527,22.6,51.4
2528,20.4,49.7
2529,21.5,58.8
2530,36.6,63.7
2531,22.6,66.2
2532,17.9,45.1
2533,54.3,73.1
2534,26.7,57.9
2535,14.5,41.9
2536,18.4,41.4
2537,22.5,48.6
2538,41.8,79.1
2539,15.8,28.2
2540,1.5,54.0
2541,17.3,58.3
2542,19.7,55.3
2543,24.3,61.0
2544,21.9,52.8
2545,13.8,49.3
2546,30.8,56.1
2547,19.4,50.1
2548,27.4,66.6
2549,16.9,42.9
2550,16.4,52.5
2551,11.6,35.0
2552,30.4,59.8
2553,17.0,40.7
2554,15.3,42.9
2555,27.3,58.5
2556,16.3,46.7
2557,39.7,63.7
2558,10.8,40.5
2559,20.6,52.8
2560,15.6,34.6
2561,15.7,54.1
2562,12.3,56.6
2563,34.4,41.5
2564,19.9,46.5
2565,33.1,50.5
2566,19.9,54.3
2567,31.4,64.8
2568,33.0,62.9
2569,25.9,51.2
2570,9.9,42.9
2571,27.6,56.4
2572,16.2,82.3
2573,27.7,71.6
2574,12.5,45.9
2575,11.0,44.5
2576,32.1,56.5
2577,19.3,43.3
2578,45.6,56.9
2579,17.4,43.2
2580,16.0,39.7
2581,18.0,41.6
2582,16.7,85.5
2583,35.0,58.2
2584,17.5,51.0
2585,24.3,58.3
2586,22.7,56.4
2587,12.7,39.1
2588,17.8,47.9
2589,21.6,58.1
2590,17.0,45.7
2591,56.1,76.7
2592,30.7,85.6
2593,33.7,75.4
2594,27.4,45.3
2595,14.8,47.3
2596,22.2,33.7
2597,47.7,68.4
2598,35.2,38.0
2599,19.7,46.9
2600,12.0,33.9
2601,42.0,79.9
2602,15.6,48.7
2603,23.1,56.7
2604,23.2,49.1
2605,13.8,41.0
2606,10.9,51.7
2607,18.3,35.5
2608,37.1,70.8
2609,20.1,37.2
2610,28.4,56.1
2611,23.5,53.0
2612,16.7,44.8
2613,19.0,36.1
2614,11.5,33.4
2615,20.1,55.0
2616,14.6,39.5
2617,55.6,76.8
2618,43.0,72.3
2619,25.4,56.6
2620,17.9,38.5
2621,15.2,53.2
2622,15.2,46.3
2623,20.9,44.2
2624,23.1,59.2
2625,20.2,55.7
2626,43.0,57.7
2627,18.2,52.4
2628,26.4,49.0
2629,13.1,47.8
2630,16.2,56.3
2631,19.0,44.9
2632,19.5,48.5
2633,17.9,36.7
2634,10.1,43.5
2635,23.6,61.8
2636,20.2,50.6
2637,18.9,38.9
2638,17.4,58.6
2639,25.7,62.4
2640,15.3,38.3
2641,44.4,60.4
2642,20.7,70.6
2643,15.2,41.1
2644,13.0,34.4
2645,15.5,58.1
2646,17.3,33.6
2647,41.9,69.5
2648,46.7,82.5
2649,16.3,55.3
2650,15.7,37.5
2651,28.7,43.5
2652,55.3,56.6
2653,19.3,37.2
2654,11.4,52.7
2655,18.8,60.2
2656,14.4,76.1
2657,16.6,42.1
2658,36.5,48.4
2659,12.4,46.9
2660,16.1,78.4
2661,16.6,50.4
2662,14.7,43.2
2663,32.3,83.4
2664,17.0,63.1
2665,16.1,48.2
2666,60.2,89.3
2667,30.6,53.3
2668,19.9,48.8
2669,19.8,43.8
2670,18.3,42.2
2671,19.6,52.8
2672,22.1,77.5
2673,23.0,70.6
2674,21.5,51.2
2675,12.9,52.7
2676,17.2,36.9
2677,31.9,49.2
2678,29.9,44.4
2679,17.6,65.0
2680,19.0,61.5
2681,18.5,79.6
2682,21.2,56.7
2683,19.0,58.4
2684,21.3,43.6
2685,24.2,59.2
2686,23.3,51.4
2687,19.9,82.0
2688,15.0,42.3
2689,19.8,52.2
2690,20.0,44.7
2691,10.6,68.9
2692,40.2,67.1
2693,13.3,50.5
2694,11.4,52.1
2695,32.8,64.0
2696,17.6,57.8
2697,13.1,38.5
2698,18.6,54.8
2699,13.7,47.0
2700,17.9,51.2
2701,14.3,57.6
2702,33.6,74.8
2703,39.7,74.2
2704,14.0,36.7
2705,55.7,50.8
2706,42.4,67.4
2707,44.3,58.3
2708,40.8,61.7
2709,29.5,42.0
2710,8.5,35.5
2711,31.6,66.8
2712,17.0,45.7
2713,22.1,38.1
2714,35.3,78.9
2715,26.3,57.1
2716,13.1,40.5
2717,20.7,56.3
2718,15.1,46.2
2719,20.2,53.9
2720,15.2,54.5
2721,49.5,72.9
2722,16.0,50.9
2723,44.5,70.7
2724,29.0,53.2
2725,26.0,62.6
2726,13.3,49.1
2727,36.2,59.4
2728,19.7,86.9
2729,13.5,66.7
2730,26.3,54.2
2731,10.3,54.4
2732,15.8,45.8
2733,28.3,54.1
2734,21.1,47.9
2735,36.4,70.4
2736,36.7,65.0
2737,21.6,36.0
2738,41.0,62.4
2739,19.5,38.7
2740,24.4,74.5
2741,33.1,43.7
2742,20.7,46.0
2743,28.1,46.7
2744,30.0,71.0
2745,22.0,61.0
2746,21.3,54.6
2747,65.1,63.9
2748,18.5,38.1
2749,56.1,81.0
2750,19.9,83.7
2751,21.1,43.9
2752,34.7,74.6
2753,19.2,58.9
2754,37.1,72.0
2755,11.2,46.4
2756,15.1,26.9
2757,31.1,46.8
2758,23.5,43.5
2759,16.2,45.9
2760,16.1,44.0
2761,19.7,62.7
2762,25.1,59.2
2763,11.6,40.8
2764,16.6,60.0
2765,14.4,49.5
2766,20.7,57.5
2767,26.6,44.5
2768,41.1,58.3
2769,26.5,41.4
2770,26.7,58.7
2771,11.9,33.8
2772,31.2,48.0
2773,18.8,51.2
2774,12.2,35.0
2775,18.5,55.1
2776,26.9,49.7
2777,26.8,61.3
2778,35.4,69.8
2779,17.7,41.3
2780,33.6,52.7
2781,29.2,54.2
2782,19.0,66.6
2783,22.7,53.9
2784,9.3,39.6
2785,36.2,58.6
2786,19.2,72.2
2787,41.9,64.9
2788,8.6,58.8
2789,18.3,45.6
2790,17.0,58.0
2791,15.8,47.8
2792,24.0,53.7
2793,24.5,37.4
2794,23.5,47.7
2795,30.6,64.5
2796,32.1,56.6
2797,14.2,37.0
2798,15.7,45.7
2799,20.8,55.0
2800,17.1,36.2
2801,30.0,64.7
2802,17.0,84.7
2803,28.4,47.7
2804,16.1,42.6
2805,21.1,37.6
2806,14.9,36.7
2807,28.0,55.9
2808,18.1,51.6
2809,18.8,62.6
2810,14.4,54.0
2811,14.0,39.5
2812,11.3,44.4
2813,11.8,52.6
2814,27.3,63.7
2815,9.9,74.9
2816,26.1,61.1
2817,18.7,40.1
2818,17.6,49.1
2819,18.1,60.5
2820,18.7,42.0
2821,48.9,68.9
2822,18.2,52.2
2823,17.8,55.3
2824,9.2,28.5
2825,23.3,31.5
2826,15.8,50.3
2827,14.5,47.7
2828,22.5,58.9
2829,20.7,43.7
2830,19.6,55.3
2831,13.9,49.4
2832,23.5,61.2
2833,18.2,57.8
2834,16.4,56.2
2835,52.1,84.4
2836,9.6,72.6
2837,23.5,49.8
2838,10.1,52.1
2839,18.8,42.5
2840,16.5,53.3
2841,16.4,45.9
2842,18.7,60.2
2843,56.1,88.9
2844,14.0,41.1
2845,31.5,60.0
2846,26.8,36.1
2847,17.3,56.4
2848,34.2,78.7
2849,14.6,45.4
2850,21.7,42.4
2851,15.5,46.1
2852,11.4,47.4
2853,21.2,38.6
2854,30.0,49.5
2855,29.0,63.7
2856,23.1,57.1
2857,17.8,65.2
2858,16.7,54.0
2859,32.1,60.6
2860,15.5,50.5
2861,34.1,67.1
2862,7.4,46.9
2863,27.9,45.5
2864,27.6,51.3
2865,32.3,60.2
2866,12.6,39.3
2867,20.2,47.7
2868,13.5,42.9
2869,22.1,53.9
2870,29.5,65.1
2871,14.6,35.1
2872,17.5,34.2
2873,21.5,40.6
2874,19.0,52.0
2875,17.5,54.5
2876,15.0,53.8
2877,14.5,30.8
2878,9.1,43.1
2879,18.0,51.7
2880,22.3,50.4
2881,49.7,76.0
2882,22.5,47.0
2883,23.7,55.4
2884,22.3,33.8
2885,20.1,64.6
2886,54.5,56.8
2887,28.8,58.6
2888,27.1,60.8
2889,18.0,32.4
2890,14.4,34.5
2891,19.5,49.6
2892,44.2,36.5
2893,9.6,50.9
2894,18.3,52.3
2895,21.0,54.3
2896,18.3,47.6
2897,18.3,36.0
2898,49.6,72.3
2899,33.3,62.2
2900,29.5,54.7
2901,17.7,49.5
2902,51.5,70.9
2903,18.2,51.7
2904,30.3,37.5
2905,13.8,51.3
2906,11.4,33.4
2907,22.5,46.1
2908,14.3,50.7
2909,11.6,51.4
2910,22.5,41.5
2911,75.8,72.3
2912,10.1,35.8
2913,29.7,49.8
2914,48.9,82.4
2915,17.5,35.3
2916,21.0,41.2
2917,29.3,50.8
2918,45.8,64.6
2919,20.6,39.2
2920,22.6,70.1
2921,10.7,54.4
2922,28.0,47.2
2923,12.6,36.7
2924,15.7,38.4
2925,12.2,47.2
2926,19.3,55.9
2927,18.8,58.5
2928,23.2,51.2
2929,17.0,56.8
2930,22.3,57.7
2931,20.2,40.6
2932,37.6,77.7
2933,40.3,60.1
2934,30.9,65.2
2935,27.0,46.4
2936,21.0,42.2
2937,32.0,80.7
2938,21.7,34.3
2939,15.3,45.7
2940,12.0,36.7
2941,10.4,46.3
2942,31.5,49.6
2943,8.7,39.5
2944,14.1,47.5
2945,26.7,51.5
2946,16.5,45.9
2947,17.5,50.5
2948,10.4,62.9
2949,14.2,39.1
2950,21.4,30.3
2951,29.3,51.3
2952,17.3,43.4
2953,48.7,82.6
2954,45.2,35.5
2955,25.9,52.2
2956,38.8,77.4
2957,16.0,40.8
2958,10.4,42.9
2959,11.3,44.2
2960,14.9,39.2
2961,24.5,39.7
2962,29.6,58.4
2963,23.3,79.1
2964,23.1,52.7
2965,11.4,41.8
2966,16.4,43.7
2967,25.7,39.6
2968,27.7,44.4
2969,24.4,79.7
2970,26.9,54.7
2971,13.4,46.2
2972,21.2,46.6
2973,25.2,60.7
2974,20.9,19.4
2975,10.0,40.8
2976,20.6,29.8
2977,36.0,49.3
2978,24.5,55.6
2979,44.2,65.0
2980,20.0,54.9
2981,15.9,55.2
2982,18.5,46.6
2983,22.4,42.4
2984,12.1,36.3
2985,22.4,36.1
2986,13.3,31.9
2987,17.1,33.1
2988,10.7,52.8
2989,23.5,56.9
2990,16.6,54.2
2991,23.7,56.8
2992,18.7,55.7
2993,20.1,50.3
2994,28.0,52.2
2995,22.0,59.5
2996,32.5,54.3
2997,14.7,42.1
2998,31.5,47.4
2999,18.0,49.2
3000,12.9,43.6
3001,37.1,66.7
3002,20.6,47.9
3003,14.8,48.1
3004,19.1,55.2
3005,26.1,46.3
3006,14.4,53.1
3007,25.6,40.3
3008,25.5,29.2
3009,19.2,43.4
3010,19.7,53.9
3011,27.3,45.9
3012,19.9,38.6
3013,25.8,44.2
3014,15.8,50.4
3015,22.1,51.5
3016,28.6,64.0
3017,23.1,42.3
3018,28.5,66.1
3019,13.8,57.3
3020,19.0,38.8
3021,12.9,50.3
3022,17.6,39.1
3023,12.8,44.2
3024,15.2,34.9
3025,21.8,47.5
3026,16.9,37.4
3027,23.5,33.4
3028,46.1,79.3
3029,12.8,54.0
3030,18.7,76.6
3031,25.9,11.1
3032,16.8,46.5
3033,27.3,54.6
3034,19.8,55.0
3035,20.0,55.4
3036,24.2,73.1
3037,32.0,62.5
3038,23.6,53.7
3039,22.8,55.4
3040,26.2,57.0
3041,14.7,48.1
3042,17.6,44.0
3043,11.5,90.4
3044,25.5,30.7
3045,32.8,52.0
3046,39.7,57.9
3047,20.4,38.2
3048,23.6,43.8
3049,7.8,31.2
3050,25.3,61.7
3051,18.1,50.4
3052,20.3,43.7
3053,62.7,86.4
3054,30.0,45.7
3055,17.9,58.3
3056,66.8,63.5
3057,31.0,51.1
3058,12.7,37.9
3059,25.7,46.5
3060,33.7,50.2
3061,20.8,45.9
3062,21.6,39.7
3063,24.0,48.2
3064,26.9,58.2
3065,27.2,50.7
3066,11.0,44.2
3067,36.5,60.3
3068,19.6,55.9
3069,15.2,66.1
3070,27.7,43.8
3071,8.9,53.3
3072,24.0,48.0
3073,30.7,61.8
3074,15.4,70.9
3075,30.7,60.8
3076,29.8,65.6
3077,36.7,60.1
3078,32.2,62.6
3079,20.9,54.4
3080,23.0,20.7
3081,10.9,51.0
3082,27.6,55.4
3083,17.9,59.1
3084,27.1,46.6
3085,30.2,62.1
3086,12.0,40.3
3087,13.7,44.0
3088,23.2,63.5
3089,18.2,79.8
3090,50.9,49.3
3091,11.1,42.4
3092,18.6,59.6
3093,9.9,29.6
3094,20.8,66.5
3095,10.6,41.2
3096,17.7,48.1
3097,18.2,42.7
3098,20.3,58.6
3099,21.8,49.8
3100,34.1,77.0
3101,11.8,49.7
3102,12.2,46.8
3103,16.0,54.3
3104,20.3,39.5
3105,17.4,39.9
3106,22.2,57.9
3107,19.7,35.5
3108,24.0,74.1
3109,14.5,54.6
3110,18.8,51.3
3111,22.6,62.7
3112,37.9,63.0
3113,26.5,56.5
3114,11.6,37.1
3115,23.7,55.8
3116,22.3,57.1
3117,48.2,47.3
3118,16.5,31.6
3119,27.4,60.8
3120,35.2,63.1
3121,15.5,41.7
3122,12.3,40.6
3123,32.4,48.2
3124,13.0,46.0
3125,16.2,49.7
3126,26.6,38.6
3127,33.9,60.5
3128,17.0,40.9
3129,11.8,48.8
3130,38.0,50.0
3131,15.3,52.1
3132,18.6,54.5
3133,45.8,61.9
3134,20.6,45.4
3135,19.7,49.9
3136,19.2,53.0
3137,17.1,54.7
3138,24.2,45.7
3139,32.3,64.1
3140,13.1,40.9
3141,23.7,22.9
3142,34.2,60.6
3143,13.8,60.6
3144,18.5,47.7
3145,17.4,77.7
3146,18.6,51.4
3147,32.2,58.9
3148,21.8,44.5
3149,22.0,59.3
3150,25.8,48.8
3151,16.3,42.2
3152,24.4,88.0
3153,23.3,57.5
3154,17.9,53.6
3155,42.9,43.7
3156,31.9,51.7
3157,17.2,60.2
3158,18.1,61.6
3159,46.7,77.3
3160,23.2,49.2
3161,18.1,51.5
3162,18.6,40.7
3163,21.7,38.0
3164,10.5,67.0
3165,30.1,57.4
3166,36.8,66.5
3167,57.5,69.6
3168,10.8,55.1
3169,22.7,70.8
3170,23.0,44.2
3171,34.7,79.0
3172,15.1,39.3
3173,18.0,45.1
3174,22.1,42.4
3175,19.8,37.8
3176,18.4,53.4
3177,26.7,32.9
3178,12.8,33.3
3179,12.5,53.9
3180,30.6,67.7
3181,18.3,50.7
3182,19.8,58.8
3183,20.6,38.4
3184,22.6,48.3
3185,16.5,36.0
3186,11.7,39.1
3187,15.2,56.1
3188,24.9,39.2
3189,19.2,53.3
3190,19.0,54.2
3191,14.7,42.9
3192,13.5,23.9
3193,30.9,56.6
3194,14.7,51.7
